Title,Subject Description,SubjectID,Subject,Course Number,Section,CRN,InstructorID,Instructor,MeetingDays,Campus,Instructional Methods
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,2,41979,504,Michael Daley,M,Westchester,Classroom Based Course
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,3,41632,301,Jeffrey Davis,M,Westchester,Classroom Based Course
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,4,41633,477,Mary Kuryla,T,Westchester,Classroom Based Course
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,5,41978,232,Ernie Bustamante,F,Westchester,Classroom Based Course
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,6,41635,371,Karol Hoeffner,T,Westchester,Classroom Based Course
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,7,41861,,,T,Westchester,Classroom Based Course
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,8,41637,482,Matt Price,W,Westchester,Classroom Based Course
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,9,41636,668,Stephen Kutner,Th,Westchester,Classroom Based Course
Storytelling for the ScreenLecture,Screenwriting,89,SCWR,120,12,43742,85,Beth Serlin,Th,Westchester,Classroom Based Course
Feature Story DevelopmentLecture,Screenwriting,89,SCWR,220,1,41638,200,Douglas Eboch,M,Westchester,Classroom Based Course
Feature Story DevelopmentLecture,Screenwriting,89,SCWR,220,2,41642,663,Stacy Spruill,M,Westchester,Classroom Based Course
Feature Story DevelopmentLecture,Screenwriting,89,SCWR,220,3,41639,563,Patricia Meyer,T,Westchester,Classroom Based Course
Feature Story DevelopmentLecture,Screenwriting,89,SCWR,220,4,41640,477,Mary Kuryla,Th,Westchester,Classroom Based Course
Feature Story DevelopmentLecture,Screenwriting,89,SCWR,220,5,44152,548,Nick Thiel,Th,Westchester,Classroom Based Course
Feature Story DevelopmentLecture,Screenwriting,89,SCWR,220,6,45225,95,Brian May,Th,Westchester,Classroom Based Course
Feature Story DevelopmentLecture,Screenwriting,89,SCWR,220,7,46027,72,Aurorae Khoo,W,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,1,40360,14,Akin Omotoso,M,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,2,40210,504,Michael Daley,M,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,3,40805,,,T,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,4,40988,333,John Strauss,W,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,5,41988,660,Stacee Comage,W,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,6,45867,,,Th,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,7,47148,660,Stacee Comage,T,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,8,46561,737,Weiko Lin,Th,Westchester,Classroom Based Course
Feature Scrnplay: First DraftLecture,Screenwriting,89,SCWR,320,SA1,48097,452,Marc Pitre,NA,"Budapest, Hungary",Classroom Based Course
Rewriting Feature ScreenplayLecture,Screenwriting,89,SCWR,321,1,43016,88,Bobby Cohen,M,Westchester,Classroom Based Course
Rewriting Feature ScreenplayLecture,Screenwriting,89,SCWR,321,2,40522,714,Tom McNulty,T,Westchester,Classroom Based Course
Rewriting Feature ScreenplayLecture,Screenwriting,89,SCWR,321,4,47106,457,Margaret Murphy,W,Westchester,Classroom Based Course
Rewriting the Feature ScreenplayLecture,Screenwriting,89,SCWR,321,5,48504,563,Patricia Meyer,Th,Westchester,Classroom Based Course
Rewriting the Feature ScreenplayLecture,Screenwriting,89,SCWR,321,6,48505,166,David Clawson,0,Westchester,Classroom Based Course
Wrtg Comedy TV Series SpecLecture,Screenwriting,89,SCWR,325,1,40211,371,Karol Hoeffner,Th,Westchester,Classroom Based Course
Wrtg Comedy TV Series SpecLecture,Screenwriting,89,SCWR,325,2,40617,221,Eric Magnuson,Th,Westchester,Classroom Based Course
Wrtg Comedy TV Series SpecLecture,Screenwriting,89,SCWR,325,3,45868,221,Eric Magnuson,Th,Westchester,Classroom Based Course
Wrtg the Drama TV Series SpecLecture,Screenwriting,89,SCWR,326,1,45941,112,Cassie Comley,Th,Westchester,Classroom Based Course
Wrtg the Drama TV Series SpecLecture,Screenwriting,89,SCWR,326,2,45942,521,Min Yoo,Th,Westchester,Classroom Based Course
Devlpng & Writing Short FilmLecture,Screenwriting,89,SCWR,327,1,40398,586,Rebecca Goodsell,M,Westchester,Classroom Based Course
Devlpng & Writing Short FilmLecture,Screenwriting,89,SCWR,327,2,40796,,,M,Westchester,Classroom Based Course
Devlpng & Writing Short FilmLecture,Screenwriting,89,SCWR,327,3,47118,,,M,Westchester,Classroom Based Course
Devlpng & Writing Short FilmLecture,Screenwriting,89,SCWR,327,4,47144,51,Angel Villasenor,M,Westchester,Classroom Based Course
Devlpng & Writing Short FilmLecture,Screenwriting,89,SCWR,327,5,47692,,,W,Westchester,Classroom Based Course
Devlpng & Writing Short FilmLecture,Screenwriting,89,SCWR,327,6,47693,112,Cassie Comley,W,Westchester,Classroom Based Course
Directing for ScreenwritersLecture,Screenwriting,89,SCWR,329,1,40803,521,Min Yoo,Th,Westchester,Classroom Based Course
Directing for ScreenwritersLecture,Screenwriting,89,SCWR,329,2,44153,284,James Faught,W,Westchester,Classroom Based Course
Directing for ScreenwritersLecture,Screenwriting,89,SCWR,329,3,46562,284,James Faught,W,Westchester,Classroom Based Course
Directing for ScreenwritersLecture,Screenwriting,89,SCWR,329,SA1,48093,667,Stephanie Limoncelli,NA,"Bonn, Germany",Classroom Based Course
Directing for ScreenwritersLecture,Screenwriting,89,SCWR,329,SA2,48098,586,Rebecca Goodsell,NA,"Budapest, Hungary",Classroom Based Course
Video Game WritingLecture,Screenwriting,89,SCWR,340,1,46563,,,W,Westchester,Classroom Based Course
SS:Ent Busns Affrs-Mrkt-StrtgsLecture,Screenwriting,89,SCWR,398,1,46564,542,Nathan Sessoms,T,Westchester,Classroom Based Course
SS:Ent Busns Affrs-Mrkt-StrtgsLecture,Screenwriting,89,SCWR,398,2,46565,542,Nathan Sessoms,W,Westchester,Classroom Based Course
SS: Motion Picture AnalysisLecture,Screenwriting,89,SCWR,398,3,46566,529,Moses Seenarine,W,Westchester,Classroom Based Course
SS: Creative ProducingLecture,Screenwriting,89,SCWR,398,4,48506,667,Stephanie Limoncelli,T,Westchester,Classroom Based Course
SS:Writing TV Anthology SeriesLecture,Screenwriting,89,SCWR,398,5,46162,44,Andrea Plate,M,Westchester,Classroom Based Course
Senior Writing Project: FilmLecture,Screenwriting,89,SCWR,420,1,40212,51,Angel Villasenor,W,Westchester,Classroom Based Course
Senior Writing Project: FilmLecture,Screenwriting,89,SCWR,420,2,43018,265,Heangjin Park,M,Westchester,Classroom Based Course
Senior Writing Project: FilmLecture,Screenwriting,89,SCWR,420,3,40643,,,M,Westchester,Classroom Based Course
Senior Writing Project: TVLecture,Screenwriting,89,SCWR,420,4,41158,,,T,Westchester,Classroom Based Course
Senior Writing Project: TVLecture,Screenwriting,89,SCWR,420,5,44154,,,W,Westchester,Classroom Based Course
Senior Writing Project: TVLecture,Screenwriting,89,SCWR,420,6,48184,,,W,Westchester,Classroom Based Course
Senior Writing Project: TVLecture,Screenwriting,89,SCWR,420,7,48182,662,Stacy Burns,Th,Westchester,Classroom Based Course
Senior Writing Project: TVLecture,Screenwriting,89,SCWR,420,8,48183,662,Stacy Burns,T,Westchester,Classroom Based Course
Rewrtg Sr Proj: Feature or TVLecture,Screenwriting,89,SCWR,421,1,41519,587,Rebecca Sager,Th,Westchester,Classroom Based Course
Adaptation: Source to ScreenLecture,Screenwriting,89,SCWR,428,2,40804,55,Anna Muraco,M,Westchester,Classroom Based Course
Adaptation: Source to ScreenLecture,Screenwriting,89,SCWR,428,3,46569,55,Anna Muraco,T,Westchester,Classroom Based Course
Adaptation: Source to ScreenLecture,Screenwriting,89,SCWR,428,4,46570,,,W,Westchester,Classroom Based Course
Adaptation: Source to ScreenLecture,Screenwriting,89,SCWR,428,31,49045,,,Th,Westchester,Classroom Based Course
Adaptation: Source to ScreenLecture,Screenwriting,89,SCWR,428,SA1,48099,,,NA,"Budapest, Hungary",Classroom Based Course
SS: Sketch WritingLecture,Screenwriting,89,SCWR,498,1,41055,584,Rebeca Acevedo,W,Westchester,Classroom Based Course
SS: PlaywritingLecture,Screenwriting,89,SCWR,498,2,47695,584,Rebeca Acevedo,T,Westchester,Classroom Based Course
SS: Pitching TV and FeaturesLecture,Screenwriting,89,SCWR,498,3,48507,,,M,Westchester,Classroom Based Course
SS: Write Like An EditorLecture,Screenwriting,89,SCWR,498,4,48509,527,Monica Cabrera,M,Westchester,Classroom Based Course
SS: Writing Comedy Web SeriesLecture,Screenwriting,89,SCWR,498,5,49184,64,Antonia Petro,W,Westchester,Classroom Based Course
SS: SS: Developing Reality TVLecture,Screenwriting,89,SCWR,498,6,49183,,,T,Westchester,Classroom Based Course
SS: Edtg as Rewritng StrytlngLecture,Screenwriting,89,SCWR,498,SA1,48094,527,Monica Cabrera,NA,"Bonn, Germany",Classroom Based Course
SS:Cnematogrphy as StrytellingLecture,Screenwriting,89,SCWR,498,SA2,48095,64,Antonia Petro,NA,"Bonn, Germany",Classroom Based Course
SS: Production for ScrnwritersLecture,Screenwriting,89,SCWR,498,SA3,48096,527,Monica Cabrera,NA,"Bonn, Germany",Classroom Based Course
SS: Screenwriting Practicum lLecture,Screenwriting,89,SCWR,498,SA4,48100,,,NA,"Budapest, Hungary",Classroom Based Course
SS: Screenwriting Practicum IILecture,Screenwriting,89,SCWR,498,SA5,48237,,,NA,"Budapest, Hungary",Classroom Based Course
SS: ScreenwritingPracticum IIlLecture,Screenwriting,89,SCWR,498,SA6,48243,,,NA,"Budapest, Hungary",Classroom Based Course
Fundmnt Cinematic StorytellingLecture,Screenwriting,89,SCWR,501,1,40335,,,W,Westchester,Classroom Based Course
Fundmnt Cinematic StorytellingLecture,Screenwriting,89,SCWR,501,2,40627,,,W,Westchester,Classroom Based Course
Fundmnt Cinematic StorytellingLecture,Screenwriting,89,SCWR,501,3,41097,,,W,Westchester,Classroom Based Course
Fundmnt Cinematic StorytellingLecture,Screenwriting,89,SCWR,501,4,43365,,,W,Westchester,Classroom Based Course
Production Fndmntls for WSCRLecture,Screenwriting,89,SCWR,510,1,47698,,,M,Westchester,Classroom Based Course
Production Fndmntls for WSCRLecture,Screenwriting,89,SCWR,510,2,47699,,,T,Westchester,Classroom Based Course
Production Fndmntls for WPTVLecture,Screenwriting,89,SCWR,511,1,47700,742,William Parham,M,Westchester,Classroom Based Course
Production Fndmntls for WPTVLecture,Screenwriting,89,SCWR,511,2,47701,,,T,Westchester,Classroom Based Course
Elements of Feature ScrnwrtngLecture,Screenwriting,89,SCWR,540,1,40598,655,Sheri Atwater,Th,Westchester,Classroom Based Course
Elements of Feature ScrnwrtngLecture,Screenwriting,89,SCWR,540,2,41160,,,Th,Westchester,Classroom Based Course
Elements of Feature ScrnwrtngLecture,Screenwriting,89,SCWR,540,3,46573,655,Sheri Atwater,Th,Westchester,Classroom Based Course
Elements of Television WritingLecture,Screenwriting,89,SCWR,550,1,40525,742,William Parham,W,Westchester,Classroom Based Course
Elements of Television WritingLecture,Screenwriting,89,SCWR,550,2,40987,,,W,Westchester,Classroom Based Course
SS: PlaywritingLecture,Screenwriting,89,SCWR,598,1,47696,,,T,Westchester,Classroom Based Course
SS: Genres of HorrorLecture,Screenwriting,89,SCWR,598,3,47703,655,Sheri Atwater,M,Westchester,Classroom Based Course
SS:Writing Comedy Web SeriesLecture,Screenwriting,89,SCWR,598,4,47704,,,W,Westchester,Classroom Based Course
SS: Adaptation for WPTVLecture,Screenwriting,89,SCWR,598,5,48030,,,W,Westchester,Classroom Based Course
SS: Developing Reality TVLecture,Screenwriting,89,SCWR,598,7,45871,,,T,Westchester,Classroom Based Course
SS: Writing Animated TVLecture,Screenwriting,89,SCWR,598,8,45872,,,Th,Westchester,Classroom Based Course
SS: Sketch WritingLecture,Screenwriting,89,SCWR,598,10,46571,,,W,Westchester,Classroom Based Course
Adv Motion Pic Script AnalysisLecture,Screenwriting,89,SCWR,635,1,45227,,,W,Westchester,Classroom Based Course
Rewriting Feature ScreenplayLecture,Screenwriting,89,SCWR,640,1,40644,,,T,Westchester,Classroom Based Course
Rewriting Feature ScreenplayLecture,Screenwriting,89,SCWR,640,2,41863,,,T,Westchester,Classroom Based Course
Rewriting Feature ScreenplayLecture,Screenwriting,89,SCWR,640,3,46579,694,Terese Aceves,T,Westchester,Classroom Based Course
Advanced Feature ScreenwritingLecture,Screenwriting,89,SCWR,650,1,40645,694,Terese Aceves,W,Westchester,Classroom Based Course
Advanced Feature ScreenwritingLecture,Screenwriting,89,SCWR,650,2,41864,216,Emily Fisher,W,Westchester,Classroom Based Course
Advanced Feature ScreenwritingLecture,Screenwriting,89,SCWR,650,3,46581,216,Emily Fisher,W,Westchester,Classroom Based Course
Writing Original Drama PilotLecture,Screenwriting,89,SCWR,661,1,47705,216,Emily Fisher,W,Westchester,Classroom Based Course
Writing Original Drama PilotLecture,Screenwriting,89,SCWR,661,2,44157,216,Emily Fisher,M,Westchester,Classroom Based Course
Writing Original Drama PilotLecture,Screenwriting,89,SCWR,661,3,41115,216,Emily Fisher,M,Westchester,Classroom Based Course
Writing Original Drama PilotLecture,Screenwriting,89,SCWR,661,4,41943,216,Emily Fisher,W,Westchester,Classroom Based Course
Writing Original Comedy PilotLecture,Screenwriting,89,SCWR,671,1,41068,52,Angela Deterville,Th,Westchester,Classroom Based Course
Writing Original Comedy PilotLecture,Screenwriting,89,SCWR,671,2,41069,177,Dawn Richards,Th,Westchester,Classroom Based Course
Writing Original Comedy PilotLecture,Screenwriting,89,SCWR,671,3,44158,,,M,Westchester,Classroom Based Course
Writing an Original Comedy PilotLecture,Screenwriting,89,SCWR,671,4,49229,,,T,Westchester,Classroom Based Course
Preproduction for Thesis ProjLecture,Screenwriting,89,SCWR,680,1,40723,,,T,Westchester,Classroom Based Course
Preproduction for Thesis ProjLecture,Screenwriting,89,SCWR,680,2,44159,177,Dawn Richards,T,Westchester,Classroom Based Course
The Business of EntertainmentLecture,Screenwriting,89,SCWR,685,1,40724,,,M,Westchester,Classroom Based Course
The Business of EntertainmentLecture,Screenwriting,89,SCWR,685,2,43367,177,Dawn Richards,M,Westchester,Classroom Based Course
The Business of EntertainmentLecture,Screenwriting,89,SCWR,685,3,46584,,,M,Westchester,Classroom Based Course
Thesis Screenplay ProjectLecture,Screenwriting,89,SCWR,690,1,47093,,,Th,Westchester,Classroom Based Course
Thesis Screenplay ProjectLecture,Screenwriting,89,SCWR,690,2,47706,680,Susan Mora,Th,Westchester,Classroom Based Course
Thesis Screenplay ProjectLecture,Screenwriting,89,SCWR,690,3,41990,368,Karen Hawkins,Th,Westchester,Classroom Based Course
Principles of SociologyLecture,Sociology,90,SOCL,1000,1,41382,,,TT,Westchester,Classroom Based Course
Principles of SociologyLecture,Sociology,90,SOCL,1000,2,41384,,,TT,Westchester,Classroom Based Course
Principles of SociologyLecture,Sociology,90,SOCL,1000,3,41381,,,TT,Westchester,Classroom Based Course
Principles of SociologyLecture,Sociology,90,SOCL,1000,4,41383,,,MW,Westchester,Classroom Based Course
Principles of SociologyLecture,Sociology,90,SOCL,1000,5,44454,368,Karen Hawkins,MW,Westchester,Classroom Based Course
Principles of SociologyLecture,Sociology,90,SOCL,1000,6,45712,368,Karen Hawkins,MW,Westchester,Classroom Based Course
Principles of SociologyLecture,Sociology,90,SOCL,1000,7,46048,,,MW,Westchester,Classroom Based Course
Principles of SociologyLecture,Sociology,90,SOCL,1000,8,47224,,,TT,Westchester,Classroom Based Course
Qualitative Research MethodsLecture,Sociology,90,SOCL,2000,1,41385,,,MW,Westchester,Classroom Based Course
Qualitative Research MethodsLecture,Sociology,90,SOCL,2000,2,41386,,,TT,Westchester,Classroom Based Course
Quantitative Research MethodsLecture,Sociology,90,SOCL,2100,1,47636,,,MW,Westchester,Classroom Based Course
Quantitative Research MethodsLecture,Sociology,90,SOCL,2100,2,41388,,,MWF,Westchester,Classroom Based Course
Sociological TheoryLecture,Sociology,90,SOCL,3000,1,41389,,,MWF,Westchester,Classroom Based Course
Sociological TheoryLecture,Sociology,90,SOCL,3000,2,44456,,,TT,Westchester,Classroom Based Course
Sociology of Health and IllnessLecture,Sociology,90,SOCL,3150,1,48846,,,MW,Westchester,Classroom Based Course
Gender and SocietyLecture,Sociology,90,SOCL,3210,1,48848,,,TT,Westchester,Classroom Based Course
Race and Ethnic RelationsLecture,Sociology,90,SOCL,3221,1,48849,,,TT,Westchester,Classroom Based Course
CommunityLecture,Sociology,90,SOCL,3232,1,47637,,,T,Westchester,Classroom Based Course
Social PsychologyLecture,Sociology,90,SOCL,3320,1,48854,,,Th,Westchester,Classroom Based Course
Work/Labor Global EconLecture,Sociology,90,SOCL,3391,1,48000,,,TT,Westchester,Classroom Based Course
SS: Social Welfare in the U.S.Lecture,Sociology,90,SOCL,3998,1,47104,,,M,Westchester,Classroom Based Course
SS: Sociology of EducationLecture,Sociology,90,SOCL,3998,2,47643,,,TT,Westchester,Classroom Based Course
"SS: Food in Asia, Asia in FoodLecture",Sociology,90,SOCL,3998,11,48134,,,TT,Westchester,Classroom Based Course
SS: Sociology of SportLecture,Sociology,90,SOCL,3998,SA1,48121,,,NA,"London, England",Classroom Based Course
SS: Sociology of ImmigrationLecture,Sociology,90,SOCL,3998,SA2,48123,,,NA,"London, England",Classroom Based Course
SS: British Life and CulturesLecture,Sociology,90,SOCL,3998,SA3,48125,,,NA,"London, England",Classroom Based Course
SS: Brit & Eur:The Awk PartnerLecture,Sociology,90,SOCL,3998,SA4,49159,,,NA,"London, England",Classroom Based Course
Criminal JusticeLecture,Sociology,90,SOCL,4100,1,48858,,,TT,Westchester,Classroom Based Course
Criminal JusticeLecture,Sociology,90,SOCL,4100,2,48859,,,TT,Westchester,Classroom Based Course
"Religion, Culture, and SocietyLecture",Sociology,90,SOCL,4110,1,47645,,,TT,Westchester,Classroom Based Course
Sociology SeminarSeminar,Sociology,90,SOCL,4900,1,45540,,,MW,Westchester,Classroom Based Course
Sociology SeminarSeminar,Sociology,90,SOCL,4900,2,48860,,,MW,Westchester,Classroom Based Course
Spanish 1Lecture,Spanish,91,SPAN,2101,1,42342,,,MWF,Westchester,Classroom Based Course
Spanish 2Lecture,Spanish,91,SPAN,2102,1,41957,,,MWF,Westchester,Classroom Based Course
Spanish 2Lecture,Spanish,91,SPAN,2102,2,41315,,,MWF,Westchester,Classroom Based Course
Spanish 3Lecture,Spanish,91,SPAN,2103,1,41316,,,MWF,Westchester,Classroom Based Course
Spanish 3Lecture,Spanish,91,SPAN,2103,2,41318,,,MWF,Westchester,Classroom Based Course
Stylistics and CompositionLecture,Spanish,91,SPAN,2804,1,41320,,,TT,Westchester,Classroom Based Course
Spanish Linguistics 2Lecture,Spanish,91,SPAN,3431,1,47583,,,MW,Westchester,Classroom Based Course
Intro to Hispanic LiteraturesLecture,Spanish,91,SPAN,3510,1,41346,,,MWF,Westchester,Classroom Based Course
Survey of Latin American LiteratureLecture,Spanish,91,SPAN,3521,1,48876,,,TT,Westchester,Classroom Based Course
The Sounds of Spanish: Theory and PracticeLecture,Spanish,91,SPAN,4473,1,48877,,,MW,Westchester,Classroom Based Course
Selected Topics in Spanish StudiesLecture,Spanish,91,SPAN,4589,1,48878,,,MWF,Westchester,Classroom Based Course
Senior Capstone ProjectLecture,Spanish,91,SPAN,4990,1,41347,208,Elham Ghashghai,NA,Westchester,Other
Foundatns in Chld Wlfr AttendcLecture,Spec Prog in Prof Psychology,28,EDSP,5303,1,43858,,,0,Westchester,Hybrid Course
Foundatns in Chld Wlfr AttendcLecture,Spec Prog in Prof Psychology,28,EDSP,5303,2,47307,,,0,Westchester,Hybrid Course
Schl Attndnc Imprvmnt Trncy RmLecture,Spec Prog in Prof Psychology,28,EDSP,5304,1,43859,,,0,Westchester,Hybrid Course
Schl Attndnc Imprvmnt Trncy RmLecture,Spec Prog in Prof Psychology,28,EDSP,5304,2,47831,,,0,Westchester,Hybrid Course
CWA Fieldwork and SupervisionLecture,Spec Prog in Prof Psychology,28,EDSP,5305,1,43860,,,0,Westchester,Hybrid Course
CWA Fieldwork and SupervisionLecture,Spec Prog in Prof Psychology,28,EDSP,5305,2,47308,,,0,Westchester,Hybrid Course
CWA Fieldwork and SupervisionLecture,Spec Prog in Prof Psychology,28,EDSP,5305,3,48339,208,Elham Ghashghai,0,Westchester,Hybrid Course
Cnslng Theor & TechnqLecture,Spec Prog in Prof Psychology,28,EDSP,6362,1,45390,208,Elham Ghashghai,W,Westchester,Classroom Based Course
Career Cnslng & Educ PlanningLecture,Spec Prog in Prof Psychology,28,EDSP,6368,1,43780,,,M,Westchester,Classroom Based Course
Crisis and Trauma CounselingLecture,Spec Prog in Prof Psychology,28,EDSP,6376,1,43782,,,T,Westchester,Classroom Based Course
Group CounselingLecture,Spec Prog in Prof Psychology,28,EDSP,6378,1,43784,,,Th,Westchester,Classroom Based Course
Group CounselingLecture,Spec Prog in Prof Psychology,28,EDSP,6378,2,43785,,,Th,Westchester,Classroom Based Course
Socl/Emo/Behav FunctioningLecture,Spec Prog in Prof Psychology,28,EDSP,6379,1,43786,,,NA,Online,Fully Online Course
Cultrly Respsnv Cnslng w/IndLecture,Spec Prog in Prof Psychology,28,EDSP,6386,1,43790,,,M,Westchester,Hybrid Course
Foundations of CounselingLecture,Spec Prog in Prof Psychology,28,EDSP,6391,1,43794,,,M,Westchester,Classroom Based Course
PsychopharmacologyLecture,Spec Prog in Prof Psychology,28,EDSP,6392,1,43795,,,W,Westchester,Classroom Based Course
"Assess, Appraisal, DiagnosisLecture",Spec Prog in Prof Psychology,28,EDSP,6393,1,43796,,,W,Westchester,Classroom Based Course
Helping SkillsLecture,Spec Prog in Prof Psychology,28,EDSP,6394,1,43798,,,Th,Westchester,Classroom Based Course
Helping SkillsLecture,Spec Prog in Prof Psychology,28,EDSP,6394,2,45393,,,T,Westchester,Classroom Based Course
Addctns Cnslg: Fndts of WllnssLecture,Spec Prog in Prof Psychology,28,EDSP,6395,1,43799,,,Th,Westchester,Classroom Based Course
"Stats, Resrch Meth, Prog EvalLecture",Spec Prog in Prof Psychology,28,EDSP,6504,1,43801,,,Th,Westchester,Classroom Based Course
"Stats, Resrch Meth, Prog EvalLecture",Spec Prog in Prof Psychology,28,EDSP,6504,2,47236,,,W,Online,Fully Online Course
"Advcy, Ldrshp & Prof Prac ILecture",Spec Prog in Prof Psychology,28,EDSP,6505,1,47838,,,M,Online,Fully Online Course
"Advcy, Ldrshp & Prof Prac ILecture",Spec Prog in Prof Psychology,28,EDSP,6505,2,47839,,,T,Online,Fully Online Course
Sem Cnslng/Interprsnl RelatnsSeminar,Spec Prog in Prof Psychology,28,EDSP,6506,1,43802,,,Th,Westchester,Classroom Based Course
Sem Cnslng/Interprsnl RelatnsSeminar,Spec Prog in Prof Psychology,28,EDSP,6506,2,47239,,,M,Online,Fully Online Course
Student Diversty & ExcptnltiesLecture,Spec Prog in Prof Psychology,28,EDSP,6508,1,47840,,,T,Westchester,Classroom Based Course
Student Diversty & ExcptnltiesLecture,Spec Prog in Prof Psychology,28,EDSP,6508,2,46893,,,W,Online,Fully Online Course
Adv Counseling Seminar ILecture,Spec Prog in Prof Psychology,28,EDSP,6513,1,43804,,,T,Online,Fully Online Course
Adv Counseling Seminar ILecture,Spec Prog in Prof Psychology,28,EDSP,6513,2,43805,,,T,Online,Fully Online Course
Adv Counseling Seminar ILecture,Spec Prog in Prof Psychology,28,EDSP,6513,3,43806,,,T,Online,Fully Online Course
Adv Counseling Seminar ILecture,Spec Prog in Prof Psychology,28,EDSP,6513,4,47863,,,W,Online,Fully Online Course
Adv Counseling Seminar ILecture,Spec Prog in Prof Psychology,28,EDSP,6513,5,47864,643,Sean Fenton,W,Online,Fully Online Course
Adv Counseling Seminar ILecture,Spec Prog in Prof Psychology,28,EDSP,6513,6,47865,643,Sean Fenton,W,Online,Fully Online Course
Assmnt/Intrvnt Cgntv/Lrn Prb ILecture,Spec Prog in Prof Psychology,28,EDSP,6518,1,43807,424,Lawrence Lacey,T,Westchester,Classroom Based Course
Assmnt/Intrvnt Cgntv/Lrn Prb ILecture,Spec Prog in Prof Psychology,28,EDSP,6518,2,47226,379,Keiana Richard,M,Online,Fully Online Course
Prevntn/Intrvntn/CnsltnLecture,Spec Prog in Prof Psychology,28,EDSP,6520,1,43808,,,NA,Westchester,Classroom Based Course
Prevntn/Intrvntn/CnsltnLecture,Spec Prog in Prof Psychology,28,EDSP,6520,2,48020,450,Marc Colera,NA,Online,Fully Online Course
Practicum Multicultrl Psych ILecture,Spec Prog in Prof Psychology,28,EDSP,6524,1,43809,450,Marc Colera,T,Online,Fully Online Course
Practicum Multicultrl Psych ILecture,Spec Prog in Prof Psychology,28,EDSP,6524,2,43810,718,Tory Smith,T,Online,Fully Online Course
Practicum Multicultrl Psych ILecture,Spec Prog in Prof Psychology,28,EDSP,6524,3,47853,718,Tory Smith,W,Online,Fully Online Course
Practicum Multicultrl Psych ILecture,Spec Prog in Prof Psychology,28,EDSP,6524,4,47855,158,Dana Resnick,W,Online,Fully Online Course
"Soc, Emot, Behav AssessLecture",Spec Prog in Prof Psychology,28,EDSP,6528,1,43811,,,Th,Westchester,Classroom Based Course
"Soc, Emot, Behav AssessLecture",Spec Prog in Prof Psychology,28,EDSP,6528,2,47857,,,M,Online,Fully Online Course
Adv Assess & Pos Behav IntrvntLecture,Spec Prog in Prof Psychology,28,EDSP,6534,1,48659,,,Th,Westchester,Classroom Based Course
Adv Assess & Pos Behav IntrvntLecture,Spec Prog in Prof Psychology,28,EDSP,6534,2,48668,495,Meagan Prahl,M,Online,Fully Online Course
Sem Ethcl Ldrshp & Soc Just ILecture,Spec Prog in Prof Psychology,28,EDSP,6535,1,48669,545,Nenad Pervan,M,Westchester,Classroom Based Course
Sem Ethcl Ldrshp & Soc Just ILecture,Spec Prog in Prof Psychology,28,EDSP,6535,2,48670,373,Katharine Noon,W,Online,Fully Online Course
Sprvsd Internshp Sch Psych ISeminar,Spec Prog in Prof Psychology,28,EDSP,6538,1,43813,424,Lawrence Lacey,M,Westchester,Classroom Based Course
Sprvsd Internshp Sch Psych ISeminar,Spec Prog in Prof Psychology,28,EDSP,6538,2,43814,43,Andrea Odinov,M,Westchester,Classroom Based Course
Sprvsd Internshp Sch Psych ISeminar,Spec Prog in Prof Psychology,28,EDSP,6538,3,48690,43,Andrea Odinov,T,Online,Fully Online Course
Sprvsd Internshp Sch Psych ISeminar,Spec Prog in Prof Psychology,28,EDSP,6538,4,48691,133,Christine Breihan,T,Online,Fully Online Course
Fldwrk Mental Health Counsel ILecture,Spec Prog in Prof Psychology,28,EDSP,6940,2,49101,142,Christopher Murillo,W,Westchester,Fully Online Course
Fldwrk Mental Health Cnslng IILecture,Spec Prog in Prof Psychology,28,EDSP,6945,1,49103,241,Frank Sheppard,W,Westchester,Hybrid Course
Fld Work in Schl Cnslng ILecture,Spec Prog in Prof Psychology,28,EDSP,6970,1,43819,241,Frank Sheppard,W,Westchester,Hybrid Course
Fld Work in Schl Cnslng ILecture,Spec Prog in Prof Psychology,28,EDSP,6970,2,43825,241,Frank Sheppard,W,Westchester,Hybrid Course
Fld Work in Schl Cnslng ILecture,Spec Prog in Prof Psychology,28,EDSP,6970,3,47858,188,Dione H Lebhar,W,Westchester,Hybrid Course
